number_of_rentals,season,month,day,weekday,hour,is_holiday,is_weekend,temp_C,perceived_temp_C,humidity_percent,wind_speed_kmh,weather_code
1664,1,7,4,0,13,0,0,20.5,20.5,53.0,19.0,3
1596,1,7,4,0,14,0,0,21.0,21.0,55.0,18.5,2
1818,1,7,4,0,15,0,0,20.5,20.5,56.5,20.5,3
2270,1,7,4,0,16,0,0,19.5,19.5,66.0,21.0,3
4389,1,7,4,0,17,0,0,19.0,19.0,66.0,22.0,3
4105,1,7,4,0,18,0,0,18.0,18.0,78.0,19.5,3
2413,1,7,4,0,19,0,0,18.0,18.0,78.0,17.0,3
1637,1,7,4,0,20,0,0,18.0,18.0,78.0,18.0,3
1001,1,7,4,0,21,0,0,18.0,18.0,78.0,19.5,3
727,1,7,4,0,22,0,0,17.5,17.5,78.0,20.0,3
449,1,7,4,0,23,0,0,17.0,17.0,77.0,19.5,3
216,1,7,5,1,0,0,0,17.0,17.0,83.0,20.0,3
132,1,7,5,1,1,0,0,16.0,16.0,83.0,20.5,4
74,1,7,5,1,2,0,0,16.0,16.0,83.0,16.0,4
58,1,7,5,1,3,0,0,17.0,17.0,83.0,19.5,3
54,1,7,5,1,4,0,0,16.0,16.0,88.0,20.5,7
188,1,7,5,1,5,0,0,16.0,16.0,83.0,24.0,3
823,1,7,5,1,6,0,0,16.0,16.0,77.0,24.0,3
2469,1,7,5,1,7,0,0,16.5,16.5,75.0,22.0,3
4919,1,7,5,1,8,0,0,17.5,17.5,72.5,20.5,2
2277,1,7,5,1,9,0,0,17.5,17.5,70.5,28.0,3
1238,1,7,5,1,10,0,0,17.5,17.5,64.0,24.0,2
1225,1,7,5,1,11,0,0,18.0,18.0,60.0,27.0,2
1645,1,7,5,1,12,0,0,19.0,19.0,54.0,21.0,2
1793,1,7,5,1,13,0,0,19.5,19.5,52.5,22.0,2
1644,1,7,5,1,14,0,0,20.0,20.0,51.0,19.5,3
1795,1,7,5,1,15,0,0,20.5,20.5,46.0,19.5,3
2497,1,7,5,1,16,0,0,21.0,21.0,44.5,18.0,1
4569,1,7,5,1,17,0,0,20.5,20.5,46.0,20.5,1
4801,1,7,5,1,18,0,0,20.0,20.0,47.5,19.5,1
3051,1,7,5,1,19,0,0,20.0,20.0,46.0,16.0,1
1997,1,7,5,1,20,0,0,19.0,19.0,49.0,16.0,1
1375,1,7,5,1,21,0,0,18.5,18.5,50.5,8.0,1
1023,1,7,5,1,22,0,0,17.5,17.5,54.0,8.5,3
600,1,7,5,1,23,0,0,16.5,16.5,57.5,13.0,3
311,1,7,6,2,0,0,0,16.0,16.0,59.0,15.0,3
173,1,7,6,2,1,0,0,15.0,15.0,59.0,15.0,3
85,1,7,6,2,2,0,0,14.5,14.5,63.0,9.0,2
69,1,7,6,2,3,0,0,14.0,14.0,63.0,6.0,1
72,1,7,6,2,4,0,0,13.0,13.0,69.5,6.0,1
178,1,7,6,2,5,0,0,13.0,13.0,69.5,6.0,1
897,1,7,6,2,6,0,0,13.0,13.0,72.0,7.5,1
2821,1,7,6,2,7,0,0,14.0,14.0,72.0,12.0,1
5064,1,7,6,2,8,0,0,15.5,15.5,61.0,13.0,1
2736,1,7,6,2,9,0,0,16.5,16.5,53.5,7.5,2
1381,1,7,6,2,10,0,0,18.0,18.0,49.0,8.0,2
1326,1,7,6,2,11,0,0,18.5,18.5,47.5,12.0,2
1759,1,7,6,2,12,0,0,19.5,19.5,43.0,11.0,1
1869,1,7,6,2,13,0,0,20.5,20.5,39.0,7.5,1
1729,1,7,6,2,14,0,0,21.0,21.0,39.0,8.5,1
2007,1,7,6,2,15,0,0,21.5,21.0,39.0,9.5,1
2644,1,7,6,2,16,0,0,21.0,21.0,41.5,11.0,1
4518,1,7,6,2,17,0,0,22.0,21.0,39.5,8.5,1
4700,1,7,6,2,18,0,0,22.0,21.0,39.5,5.5,1
3138,1,7,6,2,19,0,0,21.0,21.0,43.0,12.0,1
1723,1,7,6,2,20,0,0,20.0,20.0,47.5,7.0,1
1207,1,7,6,2,21,0,0,19.0,19.0,52.0,7.0,1
1225,1,7,6,2,22,0,0,19.0,19.0,60.0,12.0,1
780,1,7,6,2,23,0,0,18.0,18.0,64.0,14.0,1
369,1,7,7,3,0,0,0,17.5,17.5,66.0,12.0,1
207,1,7,7,3,1,0,0,17.0,17.0,68.0,13.0,1
159,1,7,7,3,2,0,0,17.0,17.0,68.0,11.0,1
71,1,7,7,3,3,0,0,16.5,16.5,70.0,10.0,1
64,1,7,7,3,4,0,0,16.0,16.0,72.0,9.0,1
154,1,7,7,3,5,0,0,16.0,16.0,68.0,11.0,1
731,1,7,7,3,6,0,0,16.0,16.0,65.5,11.0,1
2441,1,7,7,3,7,0,0,16.0,16.0,68.0,13.0,2
4911,1,7,7,3,8,0,0,17.0,17.0,61.5,12.0,1
2712,1,7,7,3,9,0,0,18.5,18.5,56.0,13.0,1
1485,1,7,7,3,10,0,0,19.0,19.0,56.5,13.0,1
1459,1,7,7,3,11,0,0,21.0,21.0,50.0,13.0,1
1860,1,7,7,3,12,0,0,21.5,21.0,50.0,14.0,1
1778,1,7,7,3,13,0,0,22.0,22.0,51.5,15.0,1
1877,1,7,7,3,14,0,0,23.0,23.0,48.5,18.0,1
1954,1,7,7,3,15,0,0,23.0,23.0,48.5,18.0,1
2618,1,7,7,3,16,0,0,23.0,23.0,47.0,17.0,1
4424,1,7,7,3,17,0,0,22.5,22.5,48.5,19.0,1
4472,1,7,7,3,18,0,0,22.0,22.0,53.0,16.0,1
2920,1,7,7,3,19,0,0,21.5,21.5,57.0,18.0,7
1527,1,7,7,3,20,0,0,20.5,20.5,62.0,17.0,2
336,1,7,7,3,21,0,0,19.5,19.5,66.0,19.0,1
413,1,7,7,3,22,0,0,19.0,19.0,68.0,17.0,1
215,1,7,7,3,23,0,0,19.0,19.0,68.0,16.0,1
96,1,7,8,4,0,0,0,18.5,18.5,70.5,12.0,1
171,1,7,8,4,1,0,0,18.0,18.0,73.0,16.0,1
132,1,7,8,4,2,0,0,17.0,17.0,77.0,13.0,1
93,1,7,8,4,3,0,0,17.0,17.0,75.0,13.0,1
73,1,7,8,4,4,0,0,16.0,16.0,83.0,13.0,1
147,1,7,8,4,5,0,0,16.0,16.0,83.0,13.0,2
677,1,7,8,4,6,0,0,16.5,16.5,80.0,18.5,2
2186,1,7,8,4,7,0,0,17.5,17.5,77.5,22.0,2
4186,1,7,8,4,8,0,0,18.5,18.5,75.5,21.0,2
2336,1,7,8,4,9,0,0,19.0,19.0,68.0,27.0,3
1202,1,7,8,4,10,0,0,19.0,19.0,73.0,29.0,3
1329,1,7,8,4,11,0,0,20.5,20.5,66.5,28.0,3
1606,1,7,8,4,12,0,0,21.5,21.5,62.5,30.0,2
1842,1,7,8,4,13,0,0,23.0,23.0,57.0,30.5,2
1697,1,7,8,4,14,0,0,23.0,23.0,55.0,31.5,2
1877,1,7,8,4,15,0,0,23.0,23.0,51.5,32.5,2
2636,1,7,8,4,16,0,0,23.0,23.0,53.0,30.0,2
3987,1,7,8,4,17,0,0,22.0,22.0,53.0,32.5,2
3452,1,7,8,4,18,0,0,22.0,22.0,53.0,29.0,1
2164,1,7,8,4,19,0,0,21.5,21.5,55.0,27.0,1
1573,1,7,8,4,20,0,0,20.5,20.5,58.5,26.0,2
1247,1,7,8,4,21,0,0,20.0,20.0,60.0,22.0,2
1268,1,7,8,4,22,0,0,19.0,19.0,64.0,20.0,2
865,1,7,8,4,23,0,0,19.0,19.0,64.0,18.5,1
650,1,7,9,5,0,0,1,18.0,18.0,68.0,16.0,1
595,1,7,9,5,1,0,1,18.0,18.0,68.0,15.0,1
358,1,7,9,5,2,0,1,18.0,18.0,68.0,14.0,1
219,1,7,9,5,3,0,1,17.0,17.0,73.0,12.0,1
148,1,7,9,5,4,0,1,17.0,17.0,73.0,13.0,1
125,1,7,9,5,5,0,1,17.0,17.0,73.0,9.0,1
155,1,7,9,5,6,0,1,17.5,17.5,75.0,7.0,1
335,1,7,9,5,7,0,1,19.0,19.0,73.0,17.0,3
617,1,7,9,5,8,0,1,19.0,19.0,66.0,18.0,3
1079,1,7,9,5,9,0,1,19.5,19.5,66.0,19.0,3
1596,1,7,9,5,10,0,1,21.5,21.5,64.5,19.5,2
2243,1,7,9,5,11,0,1,23.5,23.5,57.5,28.0,2
2619,1,7,9,5,12,0,1,24.0,24.0,57.0,27.5,2
2732,1,7,9,5,13,0,1,23.0,23.0,61.0,29.0,3
2983,1,7,9,5,14,0,1,23.0,23.0,61.0,28.0,2
3031,1,7,9,5,15,0,1,22.5,22.5,63.0,27.0,2
2927,1,7,9,5,16,0,1,22.0,22.0,63.0,22.0,1
2637,1,7,9,5,17,0,1,22.0,22.0,65.0,23.0,1
2437,1,7,9,5,18,0,1,21.5,21.5,67.0,21.5,1
2026,1,7,9,5,19,0,1,21.0,21.0,69.0,20.5,1
1545,1,7,9,5,20,0,1,20.5,20.5,71.0,21.0,1
1197,1,7,9,5,21,0,1,20.0,20.0,73.0,21.0,1
816,1,7,9,5,22,0,1,19.5,19.5,75.5,24.0,1
898,1,7,9,5,23,0,1,19.0,19.0,75.5,22.0,1
716,1,7,10,6,0,0,1,19.0,19.0,73.0,19.5,1
525,1,7,10,6,1,0,1,19.0,19.0,73.0,17.0,1
462,1,7,10,6,2,0,1,18.0,18.0,80.5,17.0,1
302,1,7,10,6,3,0,1,18.0,18.0,83.0,17.0,3
183,1,7,10,6,4,0,1,18.0,18.0,83.0,20.0,3
154,1,7,10,6,5,0,1,18.0,18.0,83.0,17.5,3
157,1,7,10,6,6,0,1,19.0,19.0,78.0,17.5,4
237,1,7,10,6,7,0,1,19.0,19.0,80.5,20.0,4
438,1,7,10,6,8,0,1,19.0,19.0,80.5,23.0,4
850,1,7,10,6,9,0,1,19.0,19.0,83.0,20.5,4
1230,1,7,10,6,10,0,1,18.5,18.5,85.5,18.0,7
1459,1,7,10,6,11,0,1,19.5,19.5,80.5,18.5,7
1961,1,7,10,6,12,0,1,19.5,19.5,80.5,23.0,3
2245,1,7,10,6,13,0,1,20.0,20.0,78.0,24.0,3
2099,1,7,10,6,14,0,1,21.0,21.0,66.5,28.5,3
2283,1,7,10,6,15,0,1,22.0,22.0,57.0,30.5,2
2463,1,7,10,6,16,0,1,22.5,22.5,51.5,32.5,2
2774,1,7,10,6,17,0,1,22.0,22.0,51.5,31.5,2
2728,1,7,10,6,18,0,1,21.5,21.5,53.5,29.5,2
2141,1,7,10,6,19,0,1,21.0,21.0,55.0,30.5,2
1209,1,7,10,6,20,0,1,19.0,19.0,64.0,22.0,2
756,1,7,10,6,21,0,1,18.5,18.5,70.5,21.0,2
1068,1,7,10,6,22,0,1,18.0,18.0,70.5,20.0,2
695,1,7,10,6,23,0,1,17.0,17.0,73.0,24.0,2
317,1,7,11,0,0,0,0,17.0,17.0,73.0,20.0,2
220,1,7,11,0,1,0,0,17.0,17.0,73.0,20.0,4
88,1,7,11,0,2,0,0,17.0,17.0,73.0,18.0,4
65,1,7,11,0,3,0,0,17.0,17.0,77.0,21.0,4
62,1,7,11,0,4,0,0,17.0,17.0,77.0,19.5,4
157,1,7,11,0,5,0,0,17.0,17.0,77.0,19.0,3
648,1,7,11,0,6,0,0,17.5,17.5,70.5,24.0,3
2231,1,7,11,0,7,0,0,17.5,17.5,70.5,27.0,3
4246,1,7,11,0,8,0,0,18.5,18.5,66.0,28.0,3
2238,1,7,11,0,9,0,0,19.0,19.0,64.0,30.5,3
1084,1,7,11,0,10,0,0,19.0,19.0,64.0,29.0,3
923,1,7,11,0,11,0,0,19.5,19.5,64.0,29.0,3
1359,1,7,11,0,12,0,0,20.5,20.5,62.0,23.0,3
1428,1,7,11,0,13,0,0,21.0,21.0,60.0,27.0,7
981,1,7,11,0,14,0,0,19.0,19.0,78.0,23.5,7
1086,1,7,11,0,15,0,0,18.0,18.0,83.0,20.0,7
1547,1,7,11,0,16,0,0,19.0,19.0,78.0,23.0,2
3617,1,7,11,0,17,0,0,18.0,18.0,78.0,22.0,7
3932,1,7,11,0,18,0,0,18.5,18.5,75.5,21.0,2
2449,1,7,11,0,19,0,0,18.0,18.0,78.0,19.5,2
1526,1,7,11,0,20,0,0,18.0,18.0,78.0,18.0,2
1115,1,7,11,0,21,0,0,17.5,17.5,80.5,16.0,1
712,1,7,11,0,22,0,0,16.5,16.5,85.5,17.0,2
389,1,7,11,0,23,0,0,16.0,16.0,83.0,13.0,1
212,1,7,12,1,0,0,0,15.5,15.5,85.5,15.0,1
131,1,7,12,1,1,0,0,15.5,15.5,79.5,15.0,1
95,1,7,12,1,2,0,0,15.0,15.0,82.0,11.0,1
54,1,7,12,1,3,0,0,14.5,14.5,85.0,12.0,1
45,1,7,12,1,4,0,0,14.5,14.5,79.5,11.0,3
178,1,7,12,1,5,0,0,14.0,14.0,82.0,12.0,1
886,1,7,12,1,6,0,0,14.5,14.5,79.5,15.0,1
2632,1,7,12,1,7,0,0,15.5,15.5,74.5,13.0,2
4926,1,7,12,1,8,0,0,16.5,16.5,68.0,15.0,2
2429,1,7,12,1,9,0,0,17.5,17.5,64.0,19.0,2
1279,1,7,12,1,10,0,0,18.0,18.0,62.0,19.5,2
1142,1,7,12,1,11,0,0,19.0,19.0,58.0,18.5,2
692,1,7,12,1,12,0,0,17.0,17.0,68.5,24.0,7
728,1,7,12,1,13,0,0,16.0,16.0,83.0,14.0,3
673,1,7,12,1,14,0,0,16.0,16.0,80.0,18.5,7
395,1,7,12,1,15,0,0,16.0,16.0,85.5,18.0,7
864,1,7,12,1,16,0,0,15.0,15.0,88.0,19.0,7
3110,1,7,12,1,17,0,0,15.5,15.5,85.5,13.0,7
3558,1,7,12,1,18,0,0,16.5,16.5,80.0,15.0,2
2381,1,7,12,1,19,0,0,16.0,16.0,77.0,17.0,2
1457,1,7,12,1,20,0,0,15.0,15.0,82.0,17.0,2
939,1,7,12,1,21,0,0,15.0,15.0,82.0,15.0,7
646,1,7,12,1,22,0,0,15.0,15.0,82.0,11.0,7
417,1,7,12,1,23,0,0,14.0,14.0,91.0,12.0,7
186,1,7,13,2,0,0,0,14.0,14.0,85.0,14.0,7
104,1,7,13,2,1,0,0,13.0,13.0,94.0,9.0,7
56,1,7,13,2,2,0,0,13.0,13.0,94.0,14.0,7
56,1,7,13,2,3,0,0,12.0,12.0,94.0,12.0,7
35,1,7,13,2,4,0,0,13.0,13.0,88.0,9.0,7
151,1,7,13,2,5,0,0,13.0,13.0,88.0,12.0,7
761,1,7,13,2,6,0,0,13.0,13.0,85.0,15.0,1
2489,1,7,13,2,7,0,0,13.5,13.5,79.5,16.0,2
4698,1,7,13,2,8,0,0,14.5,14.5,77.0,17.0,2
2399,1,7,13,2,9,0,0,15.5,15.5,70.0,17.0,2
1210,1,7,13,2,10,0,0,16.5,16.5,61.0,15.0,2
1222,1,7,13,2,11,0,0,17.5,17.5,57.5,18.0,2
1464,1,7,13,2,12,0,0,18.0,18.0,50.5,16.0,2
1290,1,7,13,2,13,0,0,17.5,17.5,60.0,23.5,7
1346,1,7,13,2,14,0,0,15.5,15.5,70.0,16.5,7
1505,1,7,13,2,15,0,0,17.0,17.0,62.0,15.5,7
1982,1,7,13,2,16,0,0,19.0,19.0,49.0,15.0,1
3858,1,7,13,2,17,0,0,16.5,16.5,64.0,22.0,2
4104,1,7,13,2,18,0,0,17.0,17.0,56.0,16.0,2
2578,1,7,13,2,19,0,0,17.0,17.0,59.0,16.0,1
1582,1,7,13,2,20,0,0,17.0,17.0,57.5,16.0,1
1165,1,7,13,2,21,0,0,16.5,16.5,63.5,13.0,1
865,1,7,13,2,22,0,0,16.0,16.0,63.0,15.0,1
585,1,7,13,2,23,0,0,16.0,16.0,63.0,11.0,1
306,1,7,14,3,0,0,0,15.0,15.0,68.0,13.0,1
196,1,7,14,3,1,0,0,15.0,15.0,65.5,11.0,1
123,1,7,14,3,2,0,0,15.0,15.0,65.5,13.0,1
85,1,7,14,3,3,0,0,14.5,14.5,70.0,12.0,1
61,1,7,14,3,4,0,0,13.0,13.0,82.0,14.0,7
159,1,7,14,3,5,0,0,13.0,13.0,82.0,11.0,1
779,1,7,14,3,6,0,0,13.5,13.5,79.5,15.0,1
2472,1,7,14,3,7,0,0,14.5,14.5,74.5,16.0,2
4691,1,7,14,3,8,0,0,15.0,15.0,72.0,17.0,2
2605,1,7,14,3,9,0,0,15.5,15.5,65.5,14.0,2
1328,1,7,14,3,10,0,0,17.0,17.0,59.0,14.0,2
1407,1,7,14,3,11,0,0,18.0,18.0,54.0,17.0,2
1742,1,7,14,3,12,0,0,19.0,19.0,49.0,16.0,2
1702,1,7,14,3,13,0,0,19.0,19.0,49.0,16.0,2
1725,1,7,14,3,14,0,0,20.0,20.0,46.0,15.0,2
1896,1,7,14,3,15,0,0,20.0,20.0,46.0,16.0,2
2506,1,7,14,3,16,0,0,20.0,20.0,47.5,17.0,1
4051,1,7,14,3,17,0,0,20.0,20.0,44.5,15.0,1
4190,1,7,14,3,18,0,0,20.5,20.5,44.5,12.0,1
2777,1,7,14,3,19,0,0,20.5,20.5,43.0,14.0,1
1952,1,7,14,3,20,0,0,20.0,20.0,46.0,12.0,1
1389,1,7,14,3,21,0,0,19.0,19.0,52.0,8.0,1
1038,1,7,14,3,22,0,0,18.5,18.5,56.0,6.0,1
743,1,7,14,3,23,0,0,17.5,17.5,57.5,9.0,1
438,1,7,15,4,0,0,0,16.0,16.0,68.0,8.0,1
213,1,7,15,4,1,0,0,16.0,16.0,72.0,10.0,1
135,1,7,15,4,2,0,0,15.0,15.0,77.0,11.0,1
94,1,7,15,4,3,0,0,14.0,14.0,82.0,9.0,1
74,1,7,15,4,4,0,0,13.5,13.5,85.0,11.0,1
139,1,7,15,4,5,0,0,13.0,13.0,88.0,13.0,1
659,1,7,15,4,6,0,0,13.5,13.5,85.0,11.0,1
2118,1,7,15,4,7,0,0,15.0,15.0,74.5,13.0,1
4150,1,7,15,4,8,0,0,16.0,16.0,68.0,12.0,1
2421,1,7,15,4,9,0,0,17.5,17.5,60.0,14.0,1
1371,1,7,15,4,10,0,0,19.0,19.0,52.0,16.0,2
1447,1,7,15,4,11,0,0,20.0,20.0,47.5,19.5,2
1790,1,7,15,4,12,0,0,20.0,20.0,47.5,18.5,2
1893,1,7,15,4,13,0,0,20.0,20.0,49.5,22.0,2
1800,1,7,15,4,14,0,0,20.0,20.0,58.0,20.5,3
1971,1,7,15,4,15,0,0,20.0,20.0,60.0,20.0,3
2484,1,7,15,4,16,0,0,19.0,19.0,64.0,24.0,4
3748,1,7,15,4,17,0,0,19.0,19.0,68.0,23.0,3
3124,1,7,15,4,18,0,0,18.0,18.0,75.5,22.0,3
2142,1,7,15,4,19,0,0,18.0,18.0,78.0,21.0,3
1480,1,7,15,4,20,0,0,18.0,18.0,78.0,18.5,4
1058,1,7,15,4,21,0,0,19.0,19.0,75.5,19.0,4
898,1,7,15,4,22,0,0,19.0,19.0,78.0,24.0,4
954,1,7,15,4,23,0,0,19.0,19.0,78.0,21.0,4
642,1,7,16,5,0,0,1,18.0,18.0,83.0,23.0,4
532,1,7,16,5,1,0,1,18.0,18.0,83.0,23.0,4
364,1,7,16,5,2,0,1,18.0,18.0,83.0,17.0,4
250,1,7,16,5,3,0,1,18.0,18.0,83.0,20.0,4
158,1,7,16,5,4,0,1,18.0,18.0,83.0,17.0,3
130,1,7,16,5,5,0,1,18.0,18.0,83.0,21.5,4
162,1,7,16,5,6,0,1,18.0,18.0,83.0,20.5,3
313,1,7,16,5,7,0,1,18.0,18.0,83.0,18.5,3
554,1,7,16,5,8,0,1,18.5,18.5,80.5,19.5,3
1080,1,7,16,5,9,0,1,20.0,20.0,73.0,20.0,3
1657,1,7,16,5,10,0,1,21.0,21.0,73.0,22.0,2
2258,1,7,16,5,11,0,1,23.0,23.0,65.0,19.0,2
2792,1,7,16,5,12,0,1,24.5,24.5,59.0,18.5,2
3322,1,7,16,5,13,0,1,25.5,26.0,57.5,21.5,2
3401,1,7,16,5,14,0,1,25.5,25.5,55.5,20.5,2
3573,1,7,16,5,15,0,1,26.5,26.5,52.5,21.0,2
3382,1,7,16,5,16,0,1,26.0,26.0,54.0,24.0,2
3279,1,7,16,5,17,0,1,26.0,26.0,54.0,19.0,2
2873,1,7,16,5,18,0,1,25.5,25.5,55.5,25.0,3
2333,1,7,16,5,19,0,1,24.5,24.5,59.0,23.0,1
1889,1,7,16,5,20,0,1,24.0,24.0,61.0,21.5,1
1307,1,7,16,5,21,0,1,22.5,22.5,67.0,23.0,1
1110,1,7,16,5,22,0,1,21.5,21.5,71.0,19.5,1
988,1,7,16,5,23,0,1,21.0,21.0,75.5,18.5,2
857,1,7,17,6,0,0,1,20.0,20.0,78.0,18.0,2
671,1,7,17,6,1,0,1,20.0,20.0,83.0,14.0,2
474,1,7,17,6,2,0,1,20.0,20.0,83.0,17.0,3
319,1,7,17,6,3,0,1,20.0,20.0,78.0,15.0,4
206,1,7,17,6,4,0,1,19.5,19.5,80.5,17.0,4
174,1,7,17,6,5,0,1,19.5,19.5,83.0,13.0,3
182,1,7,17,6,6,0,1,20.0,20.0,83.0,13.0,4
277,1,7,17,6,7,0,1,20.0,20.0,83.0,12.0,3
467,1,7,17,6,8,0,1,21.0,21.0,78.0,14.0,3
1002,1,7,17,6,9,0,1,22.5,22.5,71.0,13.0,2
1631,1,7,17,6,10,0,1,23.5,23.5,67.0,19.0,2
2185,1,7,17,6,11,0,1,23.5,23.5,67.0,18.0,2
2800,1,7,17,6,12,0,1,25.0,25.0,61.0,21.0,2
2739,1,7,17,6,13,0,1,25.0,25.0,59.0,19.5,2
3011,1,7,17,6,14,0,1,26.0,26.5,55.5,21.0,2
3262,1,7,17,6,15,0,1,26.5,26.5,51.0,21.5,2
3175,1,7,17,6,16,0,1,27.5,27.5,46.5,27.0,1
3267,1,7,17,6,17,0,1,26.5,26.5,52.5,24.0,2
3068,1,7,17,6,18,0,1,26.0,26.0,52.5,23.0,2
2599,1,7,17,6,19,0,1,25.5,25.5,52.5,20.0,2
2089,1,7,17,6,20,0,1,25.0,25.0,54.0,19.0,2
1566,1,7,17,6,21,0,1,24.0,24.0,61.0,16.0,2
1050,1,7,17,6,22,0,1,23.0,23.0,65.0,17.5,1
698,1,7,17,6,23,0,1,22.0,22.0,69.0,16.0,1
377,1,7,18,0,0,0,0,21.0,21.0,75.5,13.0,1
238,1,7,18,0,1,0,0,20.0,20.0,80.5,10.0,1
158,1,7,18,0,2,0,0,20.0,20.0,75.5,10.0,1
84,1,7,18,0,3,0,0,19.5,19.5,75.5,6.5,1
70,1,7,18,0,4,0,0,18.0,18.0,88.0,7.0,1
186,1,7,18,0,5,0,0,18.0,18.0,88.0,3.0,1
740,1,7,18,0,6,0,0,19.0,19.0,75.5,6.5,1
2448,1,7,18,0,7,0,0,19.5,19.5,71.0,6.5,1
4449,1,7,18,0,8,0,0,21.0,21.0,64.0,6.0,1
2351,1,7,18,0,9,0,0,22.0,22.0,61.0,5.5,1
1310,1,7,18,0,10,0,0,23.5,23.5,55.5,7.0,1
1326,1,7,18,0,11,0,0,24.5,24.5,48.5,5.0,1
1692,1,7,18,0,12,0,0,26.5,26.5,38.0,7.0,1
1794,1,7,18,0,13,0,0,27.5,27.0,30.0,5.0,1
1801,1,7,18,0,14,0,0,27.5,27.0,30.0,6.5,1
2036,1,7,18,0,15,0,0,28.5,27.5,28.5,3.5,1
2695,1,7,18,0,16,0,0,29.0,28.0,32.0,6.5,1
5082,1,7,18,0,17,0,0,29.0,28.0,31.0,9.0,1
5112,1,7,18,0,18,0,0,28.0,28.0,42.0,14.0,1
3253,1,7,18,0,19,0,0,27.0,27.5,50.0,18.5,1
2361,1,7,18,0,20,0,0,25.5,26.0,59.5,17.0,1
1787,1,7,18,0,21,0,0,24.5,24.5,63.0,14.0,1
1149,1,7,18,0,22,0,0,23.0,23.0,69.0,6.5,1
696,1,7,18,0,23,0,0,22.0,22.0,73.0,6.0,1
425,1,7,19,1,0,0,0,21.5,21.5,71.0,6.5,1
276,1,7,19,1,1,0,0,20.0,20.0,75.5,6.5,1
184,1,7,19,1,2,0,0,19.0,19.0,85.5,9.0,1
115,1,7,19,1,3,0,0,18.5,18.5,85.5,7.0,1
74,1,7,19,1,4,0,0,17.0,17.0,88.0,8.0,1
189,1,7,19,1,5,0,0,17.0,17.0,88.0,8.0,1
914,1,7,19,1,6,0,0,18.5,18.5,80.5,10.0,1
2696,1,7,19,1,7,0,0,20.0,20.0,78.0,11.0,1
4777,1,7,19,1,8,0,0,22.0,22.0,73.5,12.0,1
2549,1,7,19,1,9,0,0,24.5,24.5,65.0,11.0,1
1392,1,7,19,1,10,0,0,28.0,28.5,51.5,12.0,1
1398,1,7,19,1,11,0,0,29.5,29.5,45.5,18.0,1
1721,1,7,19,1,12,0,0,30.5,30.5,43.0,19.0,1
1855,1,7,19,1,13,0,0,31.0,31.0,40.0,19.0,1
1907,1,7,19,1,14,0,0,32.0,32.0,38.0,18.0,1
2053,1,7,19,1,15,0,0,32.0,32.0,37.0,18.5,1
2919,1,7,19,1,16,0,0,32.0,32.0,36.0,19.5,1
5304,1,7,19,1,17,0,0,31.0,30.5,39.5,18.0,1
5282,1,7,19,1,18,0,0,28.5,29.5,51.0,21.0,1
3443,1,7,19,1,19,0,0,26.5,27.5,56.0,20.0,1
2490,1,7,19,1,20,0,0,25.0,25.0,61.0,18.0,1
1855,1,7,19,1,21,0,0,23.5,23.5,67.0,18.0,1
1417,1,7,19,1,22,0,0,22.5,22.5,71.0,19.5,1
786,1,7,19,1,23,0,0,21.5,21.5,75.5,19.5,1
514,1,7,20,2,0,0,0,21.0,21.0,78.0,17.0,1
284,1,7,20,2,1,0,0,21.5,21.5,75.5,12.0,1
144,1,7,20,2,2,0,0,21.0,21.0,78.0,13.0,1
85,1,7,20,2,3,0,0,21.0,21.0,78.0,15.0,1
97,1,7,20,2,4,0,0,22.0,22.0,73.0,10.5,1
204,1,7,20,2,5,0,0,24.0,24.0,59.0,12.0,2
878,1,7,20,2,6,0,0,24.5,24.5,59.0,8.5,1
2748,1,7,20,2,7,0,0,25.0,25.0,57.0,13.0,1
4943,1,7,20,2,8,0,0,25.0,25.0,61.0,15.0,1
2526,1,7,20,2,9,0,0,24.0,24.0,69.0,23.0,2
1343,1,7,20,2,10,0,0,24.0,24.0,65.0,23.0,2
1328,1,7,20,2,11,0,0,23.5,23.5,67.0,26.0,1
1677,1,7,20,2,12,0,0,25.5,26.0,61.5,28.0,1
1831,1,7,20,2,13,0,0,27.0,28.0,56.0,26.0,1
1780,1,7,20,2,14,0,0,28.5,29.5,53.0,22.0,1
1922,1,7,20,2,15,0,0,29.5,30.5,50.0,21.0,2
2684,1,7,20,2,16,0,0,30.5,30.5,43.0,24.0,1
5046,1,7,20,2,17,0,0,30.0,29.5,39.0,26.0,1
4953,1,7,20,2,18,0,0,29.5,28.5,34.0,24.0,1
3261,1,7,20,2,19,0,0,28.5,28.0,38.5,22.0,1
2490,1,7,20,2,20,0,0,26.5,26.5,46.5,22.0,1
1839,1,7,20,2,21,0,0,23.5,23.5,55.5,18.5,1
1267,1,7,20,2,22,0,0,22.5,22.5,57.0,15.0,1
820,1,7,20,2,23,0,0,21.5,21.5,62.5,20.5,1
385,1,7,21,3,0,0,0,19.5,19.5,66.5,20.5,1
232,1,7,21,3,1,0,0,18.5,18.5,68.0,20.0,1
141,1,7,21,3,2,0,0,17.5,17.5,75.0,19.0,1
91,1,7,21,3,3,0,0,16.5,16.5,80.0,15.0,1
77,1,7,21,3,4,0,0,16.5,16.5,80.0,14.0,1
171,1,7,21,3,5,0,0,16.0,16.0,83.0,13.0,2
831,1,7,21,3,6,0,0,17.0,17.0,77.0,14.0,2
